producto_id,nombre,caso,comportamiento_propuesto
4133,"[8150] LLAVE PARA DUCHA 1/2"" INDIVIDUAL GRIVEN",sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-026; migrar a depto real despues
4136,[8291] SOLDADURA PVC CONDICIONES HUMEDAS 4ONZ GRIVEN,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-027; migrar a depto real despues
4137,[8340] SELLADOR DE SILICONA TRANSPARENTE 85G COVO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-028; migrar a depto real despues
4138,[8559] FREGADERO INDIVIDUAL 64 X 56 CM ACERO INOXIDABLE GRIVEN (1PZAS),sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-029; migrar a depto real despues
4139,"[8649] DESAGUE PARA LAVAMANOS 1 1/4"" X 21CM PUSH GRANDE GRIVEN",sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-030; migrar a depto real despues
4142,"FLOTADOR 3/4"" PARA TANQUES GRIVEN",sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-031; migrar a depto real despues
4160,CONEXION PLASTICA 3/8 x ESPIGA P/FILTROS,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-032; migrar a depto real despues
4161,FREGADERO MULTIFUNCIONAL DOBLE TINA SOBRE TOPE 82x45 BRIDGE EXTENSIBLE BLACK,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-033; migrar a depto real despues
4169,"FT-PIEDRA D/CERAMICA P/FIL C/CARBON ACT 11"" GRIMAX",sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-034; migrar a depto real despues
4170,WC-TANQUE BAJO BOTON PUSH SUPERIOR GREENPRO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-035; migrar a depto real despues
4175,LAVAPLATO INTELIGENTE NEGRO CON PORTA CELULAR GREENPRO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-036; migrar a depto real despues
4176,LAVAPLATO INTELIGENTE GRIS CON PORTA CELULAR GREENPRO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-037; migrar a depto real despues
4177,LAVAPLATO INTELIGENTE PLATEADO CON PORTA CELULAR GREENPRO,sin_departamento_real (prefijo SD transitorio),prefijo virtual SDXX -> SDXX-038; migrar a depto real despues
4286,DSA-MOTOBOMBA GAS. 3X3 7.0HP DOMO,con_depto_sin_categoria (Bombas motor Gasolina o Gasoi),placeholder XX -> BOXX-003
4304,Pistola Silicona Tubular 9 Pgd Exxel,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-175
4309,U-  UNION PATENT 3/4,con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-037
4332,U- UNION PATENT 1/2 PLAST  PCP 3002,con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-038
4333,U- UNION PATENT 3/4 PLAST  PCP 3002,con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-039
4351,KIT DE EMPALME MM 11 (3X14 AWG - 3X6 AWG) P/CABLE SUMERGIBLE,con_depto_sin_categoria (Bombas de motor Electrico),placeholder XX -> BMXX-004
4356,Soldadura para PVC condiciones humedas 1/32 galo TU32201,con_depto_sin_categoria (Tubrica conexiones Agua F/A.C /Electri),placeholder XX -> TCXX-001
4357,Soldadura para PVC sistemas CPVC 1/64 galón Tubr TU20706,con_depto_sin_categoria (Tubrica conexiones Agua F/A.C /Electri),placeholder XX -> TCXX-002
4358,Soldadura para PVC multipropósito 1/32 galón Tub TU30401,con_depto_sin_categoria (Tubrica conexiones Agua F/A.C /Electri),placeholder XX -> TCXX-003
4359,Soldadura para PVC sistemas CPVC 1/32galón Tubri TU20701,con_depto_sin_categoria (Tubrica conexiones Agua F/A.C /Electri),placeholder XX -> TCXX-004
4360,Soldadura para PVC multipropósito 1/64 galón Tub TU30406,con_depto_sin_categoria (Tubrica conexiones Agua F/A.C /Electri),placeholder XX -> TCXX-005
4364,Soldadura para PVC condiciones humedas 1/64 galo TU32206,con_depto_sin_categoria (Tubrica conexiones Agua F/A.C /Electri),placeholder XX -> TCXX-006
4365,"U-Anillo PVC agua fria para roscar 1"" Gdeseo CPP-A803",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-040
4366,RECUPERACIÓN GASTOS FLETE (E),con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-176
4368,"MOTOBOMBA AGRICOLA AUTOCEBANTE 2x2"" GASOLINA 7HP",con_depto_sin_categoria (Bombas motor Gasolina o Gasoi),placeholder XX -> BOXX-004
4387,"U- TEE SCH80 TUBOMAX 1/2"" ROSCA A/FRIA PVC UNITECA",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-041
4388,"U- TAPA SCH80 TUBOMAX 1/2"" ROSCA HEMBRA A/FRIA PVC UNITECA",con_depto_sin_categoria (Conexiones Plasticas Roscadas),placeholder XX -> CPXX-042
4390,TANQUE ROTONAC 2100LTS,con_depto_sin_categoria (Tanques plasticos),placeholder XX -> TPXX-003
4399,CILINDRICOS Tangue Facil 440,con_depto_sin_categoria (Tanques plasticos),placeholder XX -> TPXX-004
4400,CILINDRICOS Tangue Facil 460,con_depto_sin_categoria (Tanques plasticos),placeholder XX -> TPXX-005
4401,CILINDRICOS Tangue Facil 250,con_depto_sin_categoria (Tanques plasticos),placeholder XX -> TPXX-006
4443,Cuerda Elastica c/Gancho 8mmx90cm EXXE,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-177
4450,TALADRO INALAMBRICO COOFIX,con_depto_sin_categoria (Herramientas Electricas),placeholder XX -> HEXX-006
4462,CORDEL 4X3 NATURAL LOS ELEFANTES,con_depto_sin_categoria (Ferretería General),placeholder XX -> FGXX-178
